@RELATION Census

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 REAL
@ATTRIBUTE attribute_14 {0,1}

@DATA
43,1,1.864e+05,8,5,3,8,4,1,1,0,0,20,1,1
45,1,2.7319e+05,4,9,1,8,3,2,0,3137,0,35,1,1
24,1,3.8554e+05,4,9,1,4,3,1,0,0,0,40,13,1
63,1,2.0163e+05,8,5,1,10,3,2,0,0,0,40,1,1
40,1,4.3992e+05,8,5,1,8,3,1,0,0,0,40,13,1
21,1,1.8212e+05,1,13,3,3,6,1,0,0,0,20,1,1
20,6,3.3411e+05,2,10,1,3,3,1,0,0,0,40,1,1
42,1,1.8484e+05,4,9,1,8,1,1,1,7298,0,40,1,0
49,9,2.2837e+05,2,10,1,15,3,1,0,0,0,20,1,0
47,4,2.1112e+05,4,9,1,2,3,1,0,0,0,40,1,1
48,3,38819,4,9,1,2,3,1,0,0,0,36,1,1
61,1,1.6239e+05,9,4,1,11,3,1,0,0,1651,40,1,1
23,9,3.0284e+05,6,12,1,15,3,1,0,0,0,40,21,1
35,6,89040,1,13,1,5,3,1,0,0,0,40,1,0
46,1,2.6421e+05,2,10,1,10,1,1,1,0,0,20,1,1
18,1,87157,10,8,3,3,2,1,0,0,0,25,1,1
28,2,3.9892e+05,1,13,3,6,4,1,0,0,0,50,1,0
62,9,1.2361e+05,1,13,1,15,3,1,0,0,0,4,1,1
20,1,1.5582e+05,4,9,3,3,2,1,1,0,0,20,1,1
28,1,2.4366e+05,4,9,1,11,3,1,0,0,0,40,1,1
57,1,1.342e+05,4,9,1,4,3,1,0,0,0,40,1,1
56,1,2.3864e+05,9,4,1,2,3,1,0,0,0,40,1,1
33,1,1.5993e+05,4,9,1,2,3,1,0,0,0,40,1,1
19,1,1.9867e+05,4,9,3,7,2,1,0,0,0,40,1,1
29,1,2.155e+05,4,9,1,8,3,1,0,0,0,40,1,1
30,1,1.58e+05,2,10,3,2,6,1,0,0,0,55,38,1
53,5,35305,1,13,2,6,5,1,1,0,0,57,1,1
25,1,1.9599e+05,12,2,3,12,4,1,1,0,0,40,16,1
44,6,3.2182e+05,4,9,1,13,3,1,0,0,0,38,1,1
22,1,1.8045e+05,2,10,1,7,3,1,0,0,0,28,1,1
40,1,2.0176e+05,4,9,2,2,4,1,0,0,0,40,1,1
25,1,2.5004e+05,7,11,3,9,4,1,0,0,0,40,42,1
30,2,2.2654e+05,9,4,1,10,3,1,0,0,0,40,13,1
51,1,1.3612e+05,7,11,2,9,5,1,1,0,0,38,1,1
17,1,47199,3,7,3,12,2,1,1,0,0,24,1,1
46,5,2.159e+05,1,13,1,13,3,1,0,0,0,40,1,0
50,6,24647,2,10,1,9,3,1,0,0,0,40,1,0
34,1,7.3419e+05,2,10,3,5,4,1,1,0,0,50,1,1
42,9,3.2109e+05,11,14,1,15,3,1,0,0,0,50,1,1
41,4,1.9259e+05,1,13,1,9,3,1,0,0,0,40,1,1
32,1,3.2628e+05,1,13,3,3,5,5,0,0,0,40,1,1
32,1,2.0728e+05,4,9,1,8,3,1,0,0,0,40,1,1
47,1,1.0909e+05,2,10,1,6,3,1,0,0,0,70,1,1
50,1,2.7453e+05,2,10,1,4,3,1,0,0,0,40,1,1
77,1,1.4265e+05,9,4,5,12,5,1,1,0,0,23,1,1
33,1,1.8086e+05,4,9,2,5,4,1,0,0,0,40,1,1
47,3,1.8861e+05,4,9,1,8,3,1,0,0,0,48,1,1
64,1,1.696e+05,3,7,1,11,3,1,0,0,0,40,1,1
34,1,2.6056e+05,4,9,1,5,3,1,0,0,0,50,1,1
34,5,1.8825e+05,4,9,3,6,5,2,1,0,0,35,1,1
67,5,1.0332e+05,11,14,3,5,6,1,1,15831,0,72,1,0
37,5,52465,4,9,3,3,4,1,0,0,0,40,1,1
34,1,7.3732e+05,1,13,1,6,3,1,0,0,0,40,1,0
22,9,1.9514e+05,2,10,3,15,2,1,1,0,0,29,1,1
50,2,2.1942e+05,14,16,2,4,4,1,0,0,0,64,1,1
60,1,1.9817e+05,1,13,1,5,3,1,0,0,0,45,1,0
46,5,1.8317e+05,1,13,2,6,5,1,1,0,0,43,1,1
44,1,1.9655e+05,1,13,1,2,3,1,0,7298,0,40,1,0
43,1,1.6841e+05,4,9,1,4,6,1,1,0,0,44,10,1
48,1,1.7439e+05,11,14,1,6,3,1,0,0,0,40,21,0
36,1,5.4469e+05,4,9,3,9,6,1,1,2907,0,40,17,1
48,1,95661,2,10,3,9,4,1,1,0,0,43,1,1
37,1,4.6871e+05,2,10,1,9,3,1,0,0,0,40,1,1
51,1,1.6911e+05,11,14,1,4,3,1,0,0,0,40,1,0
52,1,74024,11,14,1,6,3,1,0,0,0,45,1,0
27,1,1.1062e+05,15,3,3,4,2,3,1,0,0,20,12,1
43,5,33331,11,14,1,5,3,1,0,0,0,40,1,0
23,1,1.8156e+05,4,9,3,3,2,2,0,0,0,25,1,1
66,1,1.4262e+05,6,12,1,8,3,1,0,5556,0,40,20,0
37,2,1.9225e+05,13,6,1,3,1,1,1,2635,0,40,1,1
35,1,1.4609e+05,2,10,3,9,4,1,1,0,0,40,1,1
42,5,1.7458e+05,1,13,1,6,3,1,0,5178,0,40,1,0
49,1,2.0095e+05,13,6,3,3,5,1,1,0,0,38,23,1
51,5,2.0156e+05,1,13,1,6,1,1,1,0,0,40,1,0
71,4,1.4939e+05,4,9,5,5,4,1,0,0,0,9,1,1
50,5,1.6867e+05,11,14,1,6,1,1,1,0,1902,40,1,0
63,1,38352,4,9,5,9,5,1,1,0,0,40,1,1
41,6,1.8027e+05,11,14,3,6,2,1,1,0,0,35,1,1
24,6,2.7542e+05,2,10,3,8,2,1,1,0,0,40,1,1
41,5,1.7305e+05,2,10,2,3,5,1,1,0,0,45,1,1
33,5,1.6747e+05,6,12,1,9,3,1,0,0,0,40,1,1
42,5,2.6714e+05,2,10,1,2,3,2,0,0,0,40,1,1
23,1,1.3514e+05,1,13,3,4,2,3,0,0,0,40,1,1
49,1,2.1836e+05,7,11,2,6,4,1,1,0,0,38,1,1
28,2,1.0724e+05,10,8,1,2,4,1,0,0,0,40,1,1
31,1,1.3842e+05,15,3,1,7,3,1,0,0,0,56,13,1
28,1,1.5486e+05,1,13,3,9,2,2,0,0,0,35,1,1
37,1,1.94e+05,3,7,1,2,3,1,0,0,0,25,1,1
19,1,3.3912e+05,2,10,3,5,2,1,0,0,0,40,1,1
51,5,5.4836e+05,1,13,1,6,3,1,0,0,0,26,1,1
25,1,1.0181e+05,7,11,1,4,3,1,0,0,0,41,1,1
49,3,1.2711e+05,4,9,1,5,3,1,0,0,0,50,1,1
47,1,1.7181e+05,4,9,2,4,5,1,1,0,0,45,1,1
48,5,40666,4,9,1,3,3,1,0,0,0,40,1,1
41,5,3.4068e+05,4,9,2,9,4,1,1,0,0,40,1,1
32,1,1.7505e+05,4,9,2,9,5,1,1,0,0,40,1,1
26,9,3.2163e+05,4,9,3,15,5,1,1,0,0,16,1,1
46,1,1.5441e+05,4,9,1,7,3,2,0,0,0,40,1,1
17,1,1.084e+05,13,6,3,4,2,1,1,0,0,20,1,1
34,1,3.4628e+05,3,7,2,7,4,1,0,0,0,43,1,1
44,1,42476,4,9,3,9,6,1,1,0,0,30,1,1
23,1,1.6171e+05,6,12,3,3,2,1,1,0,0,20,1,1
35,1,70447,2,10,3,6,5,3,0,4650,0,20,1,1
30,1,1.8976e+05,1,13,3,11,4,1,0,4865,0,40,1,1
65,9,1.3735e+05,2,10,1,15,3,3,0,0,0,20,1,1
34,1,2.5072e+05,1,13,1,4,3,1,0,0,0,45,11,1
34,4,1.4937e+05,5,15,1,6,3,1,0,0,0,40,1,0
39,1,1.5464e+05,7,11,1,9,3,1,0,0,0,40,1,1
28,1,38309,7,11,1,9,3,1,0,2407,0,40,1,1
53,5,2.0273e+05,11,14,1,5,3,1,0,7688,0,70,1,0
34,1,56150,3,7,3,11,5,1,0,0,0,40,1,1
21,1,2.6025e+05,4,9,3,2,4,1,0,0,0,40,1,1
53,1,1.0808e+05,9,4,1,10,3,1,0,0,0,45,1,1
54,2,71344,11,14,2,6,4,1,0,0,0,50,1,0
32,1,1.7422e+05,2,10,2,4,5,1,1,0,0,40,1,1
39,6,1.1437e+05,1,13,3,6,4,1,0,0,0,35,1,1
39,1,1.5896e+05,2,10,2,8,5,1,1,0,0,40,1,1
29,1,1.795e+05,4,9,1,5,3,1,0,0,0,40,6,1
29,1,31935,4,9,2,6,4,1,1,0,0,40,1,1
43,1,1.4991e+05,4,9,1,2,3,1,0,0,0,42,1,0
20,9,58740,2,10,3,15,2,1,0,0,0,15,1,1
39,1,2.1655e+05,11,14,1,9,3,1,0,0,0,40,1,1
45,1,2.5535e+05,2,10,2,5,4,1,1,0,0,40,1,1
36,1,1.7605e+05,2,10,1,8,3,1,0,0,0,40,1,1
71,9,1.251e+05,7,11,5,15,4,1,1,0,0,40,1,1
62,9,1.9729e+05,4,9,1,15,3,1,0,0,0,40,1,1
43,5,3.3747e+05,2,10,2,9,4,1,1,594,0,20,13,1
31,1,1.5974e+05,4,9,3,4,5,2,1,0,0,58,1,1
39,1,3.1621e+05,4,9,1,5,3,1,0,0,0,60,1,0
32,1,1.2761e+05,1,13,1,6,1,1,1,0,1902,32,1,0
45,5,5.5665e+05,4,9,1,2,3,2,0,0,0,40,1,0
19,1,2.6558e+05,4,9,3,7,2,1,0,0,0,50,1,1
43,1,3.4765e+05,2,10,1,6,3,1,0,0,0,48,1,0
32,1,62374,7,11,1,11,3,1,0,0,0,40,1,1
43,2,1.7023e+05,1,13,3,4,4,1,1,0,0,60,1,1
34,1,2.0305e+05,1,13,1,9,3,1,0,0,0,27,1,1
66,3,1.1588e+05,2,10,1,6,3,1,0,0,0,40,1,1
37,1,1.6774e+05,7,11,1,2,3,1,0,0,1887,40,1,0
46,3,1.8141e+05,6,12,1,5,1,1,1,0,0,40,1,1
23,1,1.8555e+05,1,13,3,6,2,1,1,0,0,40,1,1
41,1,3.5039e+05,1,13,3,6,4,1,0,0,0,40,1,0
63,1,2.251e+05,4,9,1,7,3,2,0,0,0,40,42,1
55,1,1.0558e+05,4,9,1,7,3,1,0,3103,0,40,1,0
35,2,3.5025e+05,5,15,1,6,3,1,0,0,0,50,1,0
28,1,1.5003e+05,8,5,3,2,4,1,0,0,0,50,42,0
37,1,1.0774e+05,1,13,1,6,3,1,0,0,0,55,1,0
63,9,3.3474e+05,4,9,1,15,3,1,0,0,0,20,1,1
43,1,1.1556e+05,1,13,1,6,3,1,0,0,0,42,1,0
30,2,1.3158e+05,7,11,3,2,2,1,0,0,0,60,1,1
36,5,95855,11,14,1,6,1,1,1,0,0,60,1,0
54,1,3.9102e+05,1,13,1,4,3,1,0,0,0,40,1,0
36,4,51089,1,13,1,9,3,1,0,0,0,50,1,0
78,3,1.8804e+05,1,13,1,5,3,1,0,0,2392,40,1,0
77,1,1.179e+05,1,13,1,5,3,1,0,0,0,50,1,0
28,1,70240,4,9,6,3,4,3,1,0,0,40,8,1
39,2,1.8769e+05,4,9,1,2,3,1,0,0,0,72,1,0
37,1,3.4167e+05,1,13,4,1,4,3,0,0,0,40,8,1
34,1,2.0804e+05,7,11,1,6,3,1,0,7298,0,45,1,0
22,5,2.8998e+05,1,13,3,6,2,1,1,0,0,35,1,1
54,1,76344,1,13,3,3,4,1,1,0,0,50,1,1
21,1,2.0097e+05,2,10,3,4,2,1,1,0,0,20,1,1
36,1,1.1138e+05,13,6,1,2,3,1,0,0,0,40,1,1
62,2,1.3668e+05,4,9,5,9,6,1,1,0,0,30,1,1
40,1,1.7672e+05,2,10,1,4,3,1,0,0,0,40,1,0
47,2,1.6689e+05,2,10,2,6,5,2,1,0,0,40,1,1
38,1,2.4387e+05,1,13,1,4,3,1,0,0,0,70,1,0
28,1,1.5562e+05,15,3,3,2,4,1,0,0,0,40,41,1
46,1,1.026e+05,1,13,2,6,5,1,1,0,0,40,1,1
22,1,60331,2,10,1,3,3,1,0,0,0,35,1,1
37,1,75024,4,9,2,4,5,1,1,0,0,25,5,1
69,1,1.7447e+05,13,6,4,8,4,1,1,0,0,28,23,1
43,1,1.4544e+05,1,13,1,5,3,1,0,0,0,50,1,0
53,1,83434,1,13,3,3,4,3,1,0,0,21,28,0
20,1,6.9183e+05,4,9,3,4,2,2,1,0,0,35,1,1
22,1,1.892e+05,1,13,3,6,4,1,0,0,0,50,1,1
48,1,1.1578e+05,8,5,1,2,3,1,0,0,0,44,1,1
40,4,2.8017e+05,11,14,1,6,3,1,0,0,0,40,1,0
68,9,4.0734e+05,2,10,1,15,3,1,0,0,0,20,1,1
39,1,52978,2,10,2,3,4,1,1,0,1721,55,1,1
57,1,1.6933e+05,4,9,1,1,3,2,0,0,1887,40,22,0
23,1,3.1507e+05,13,6,3,3,5,1,0,0,0,60,13,1
25,5,1.6784e+05,1,13,1,6,1,1,1,0,0,38,1,0
22,1,63105,4,9,3,6,2,2,0,0,0,40,1,1
23,1,5.2078e+05,10,8,3,12,2,1,0,0,0,30,1,1
41,5,47902,1,13,1,6,3,1,0,0,0,45,1,0
25,1,1.4543e+05,2,10,3,8,4,1,1,0,0,25,1,1
58,1,56392,2,10,1,4,3,1,0,0,0,40,1,1
33,1,1.6231e+05,4,9,2,4,4,3,0,0,0,45,28,1
28,1,2.0407e+05,11,14,1,6,3,1,0,0,0,48,1,1
19,1,99246,3,7,3,8,4,1,1,0,0,25,1,1
44,1,1.0209e+05,2,10,2,9,6,1,1,0,0,40,1,1
68,1,1.6879e+05,16,1,3,8,4,1,0,0,0,10,1,1
33,6,3.3238e+05,4,9,1,2,3,1,0,0,0,40,1,0
24,1,2.3342e+05,4,9,2,5,4,1,1,0,0,40,1,1
44,2,57233,4,9,1,10,3,1,0,0,0,50,1,1
38,1,1.9234e+05,1,13,1,5,3,1,0,7688,0,40,1,0
31,1,4.4243e+05,4,9,4,2,5,1,1,0,0,40,13,1
29,1,3.6911e+05,4,9,2,9,4,1,1,0,0,40,1,1
65,1,2.6133e+05,8,5,5,4,4,1,1,0,0,40,1,1
55,1,1.603e+05,4,9,5,9,6,1,1,0,0,40,1,1
49,1,50474,4,9,1,5,3,1,0,0,0,40,1,1
27,1,3.2158e+05,4,9,3,8,2,2,1,0,0,40,1,1
41,1,29591,4,9,2,4,4,1,0,0,0,30,1,1
33,2,3.3474e+05,2,10,1,2,3,1,0,0,0,50,1,0
22,2,2.6947e+05,4,9,3,10,2,1,0,0,0,40,1,1
41,1,2.8731e+05,4,9,1,6,3,1,0,0,1902,40,1,0
66,1,33619,4,9,1,3,3,2,0,0,0,4,1,1
38,1,1.4935e+05,2,10,2,4,4,1,0,0,0,60,1,1
43,1,96249,4,9,1,8,3,1,0,0,0,42,1,0
40,5,3.705e+05,2,10,1,7,3,1,0,0,0,40,13,1
32,1,1.8825e+05,2,10,1,4,3,1,0,0,0,40,1,0
30,1,1.6756e+05,4,9,3,4,5,1,1,0,0,35,13,1
35,1,2.9219e+05,1,13,1,9,3,1,0,0,0,40,1,1
41,1,1.0159e+05,11,14,1,6,3,1,0,15024,0,50,1,0
33,5,70164,1,13,3,6,4,4,0,0,0,60,1,1
36,1,2.6972e+05,1,13,1,5,3,1,0,0,0,55,1,0
33,2,1.755e+05,1,13,1,6,3,1,0,0,0,60,1,1
53,1,2.3317e+05,4,9,1,5,3,1,0,0,0,60,1,0
27,1,1.7735e+05,1,13,3,4,4,1,0,0,0,45,1,1
22,1,2.1211e+05,1,13,3,7,2,1,1,0,0,15,1,1
26,1,2.8896e+05,4,9,1,4,3,2,0,0,0,36,1,1
64,1,2.3162e+05,4,9,1,4,1,1,1,0,0,21,1,1
48,1,1.4692e+05,2,10,2,9,5,1,1,0,0,45,1,1
23,1,3.8881e+05,4,9,3,9,2,1,1,0,0,40,1,1
26,1,2.4356e+05,2,10,3,4,5,1,1,0,0,40,42,1
35,2,98360,1,13,1,6,3,1,0,0,0,40,1,1
46,1,3.6954e+05,2,10,1,4,3,1,0,0,0,40,1,0
65,2,31740,2,10,5,5,5,1,1,0,0,45,1,1
53,1,2.2366e+05,4,9,5,8,4,1,0,6849,0,40,1,1
18,1,3.3361e+05,15,3,3,3,6,1,0,0,0,54,13,1
34,2,1.0825e+05,5,15,1,6,3,1,0,0,0,55,1,0
28,1,76129,4,9,3,8,5,1,1,0,0,40,16,1
37,1,91711,1,13,1,5,3,1,0,0,0,60,1,0
61,9,1.6686e+05,1,13,1,15,3,1,0,0,0,10,1,1
59,1,1.8206e+05,1,13,1,6,3,1,0,5013,0,40,1,1
32,1,2.5275e+05,11,14,3,5,4,1,1,13550,0,60,1,0
31,1,43953,1,13,1,6,1,1,1,0,0,35,1,1
25,5,84224,1,13,3,6,4,1,1,0,0,40,1,1
81,1,1.0068e+05,12,2,1,6,3,1,0,0,0,15,10,1
47,1,1.5551e+05,4,9,4,3,6,2,1,0,0,35,1,1
39,1,29814,4,9,1,2,3,1,0,0,0,40,1,1
37,1,2.4181e+05,2,10,1,3,3,2,0,0,0,30,1,1
44,1,2.1484e+05,4,9,1,8,3,1,0,0,0,45,1,0
37,1,2.4081e+05,6,12,1,2,3,1,0,0,0,45,1,1
41,1,1.5408e+05,2,10,1,9,3,1,0,0,0,50,1,0
27,9,1.7555e+05,15,3,1,15,1,1,1,0,0,40,13,1
55,1,1.7029e+05,2,10,1,6,3,1,0,0,0,40,10,0
60,1,1.46e+05,1,13,1,4,3,1,0,0,0,40,1,0
22,1,4.3367e+05,6,12,3,7,4,1,0,0,0,36,42,1
23,1,2.3363e+05,1,13,3,4,4,1,0,0,0,25,1,1
19,1,6.078e+05,4,9,3,8,4,1,1,0,0,60,1,1
45,1,88500,2,10,1,8,3,1,0,0,0,44,1,0
36,1,1.2781e+05,4,9,4,3,5,2,1,0,0,30,1,1
46,1,2.4374e+05,1,13,1,6,3,1,0,0,0,40,1,0
48,1,1.7721e+05,3,7,1,8,3,1,0,0,0,40,1,1
39,2,2.3118e+05,4,9,1,3,3,1,0,0,0,50,1,1
29,1,2.5386e+05,1,13,1,11,3,1,0,0,0,20,1,1
39,1,1.7708e+05,4,9,2,9,4,1,1,0,0,40,1,1
26,1,1.5286e+05,4,9,3,5,2,5,1,0,0,40,13,1
37,1,1.9114e+05,6,12,2,6,5,1,0,0,0,25,1,1
49,1,2.5556e+05,2,10,1,9,1,1,1,0,0,40,1,0
27,1,1.6982e+05,1,13,3,4,2,1,0,0,0,40,1,1
28,1,2.2122e+05,13,6,3,7,6,1,0,0,0,40,13,1
35,1,2.7006e+05,2,10,2,4,5,1,1,0,0,30,1,1
54,9,31588,4,9,1,15,3,1,0,2635,0,40,1,1
17,1,3.454e+05,13,6,3,3,2,1,0,0,0,40,1,1
18,1,1.949e+05,4,9,3,7,2,4,0,0,0,40,1,1
33,1,3.8874e+05,2,10,3,9,5,5,1,0,0,38,1,1
33,1,3.5586e+05,6,12,1,4,3,3,0,0,0,60,1,1
51,1,1.2211e+05,2,10,1,9,1,1,1,0,0,35,1,1
49,1,75673,4,9,3,9,2,3,1,0,0,40,1,1
49,3,1.4106e+05,2,10,2,5,4,1,0,0,2339,50,1,1
41,1,47902,2,10,1,4,3,1,0,0,0,35,1,0
64,1,2.2134e+05,12,2,2,12,4,1,1,0,0,12,1,1
40,1,2.5568e+05,2,10,1,6,3,1,0,0,0,40,1,0
49,4,2.0351e+05,4,9,5,9,4,1,1,0,0,40,1,1
23,1,1.2511e+05,1,13,3,6,2,1,1,0,0,40,1,1
34,1,1.3989e+05,2,10,2,9,5,1,1,0,0,40,1,1
38,1,76878,3,7,1,2,3,1,0,5178,0,40,1,0
47,2,28035,2,10,1,10,3,1,0,0,0,86,1,1
30,1,43953,4,9,3,9,6,1,1,0,1974,40,1,1
36,1,1.6324e+05,6,12,1,9,3,1,0,0,0,40,1,0
23,5,55890,1,13,3,6,4,1,1,0,0,40,1,1
47,2,2.5593e+05,2,10,1,5,3,1,0,0,0,80,1,1
61,1,1.6865e+05,4,9,2,9,4,1,1,0,0,40,5,1
47,2,39986,1,13,1,4,3,1,0,0,0,40,1,1
56,1,2.0845e+05,1,13,1,6,3,1,0,0,0,40,1,0
20,1,2.0668e+05,10,8,3,4,4,1,1,0,0,55,1,1
33,1,1.1778e+05,4,9,1,8,1,1,1,0,0,46,1,0
36,2,1.2915e+05,4,9,1,10,3,1,0,0,0,50,1,0
38,9,1.7727e+05,4,9,1,15,1,1,1,0,0,35,1,1
34,5,2.2644e+05,2,10,1,13,3,1,0,0,0,40,1,0
56,1,1.4633e+05,4,9,1,11,3,1,0,0,0,50,1,1
32,1,1.879e+05,7,11,3,5,4,1,1,0,0,23,1,1
26,1,97153,6,12,1,8,3,1,0,5178,0,40,1,0
49,1,1.8869e+05,1,13,3,5,4,1,0,0,0,40,1,0
71,1,1.8749e+05,4,9,1,13,3,1,0,0,0,40,1,0
19,1,2.1247e+05,2,10,3,3,2,1,1,0,0,15,1,1
20,1,84726,2,10,3,1,4,1,1,0,0,40,1,1
42,1,1.3791e+05,4,9,2,9,5,1,1,0,0,35,1,1
51,1,34361,2,10,1,5,1,1,1,0,0,20,1,0
38,1,2.5411e+05,2,10,6,6,2,2,1,0,0,40,1,1
38,1,1.7017e+05,13,6,1,8,3,1,0,0,0,40,1,0
35,2,1.909e+05,1,13,2,5,4,1,0,0,0,25,1,1
24,5,3.1744e+05,1,13,1,6,1,2,1,0,0,40,1,1
40,1,3.756e+05,4,9,2,9,5,2,0,0,0,40,1,1
21,1,2.0308e+05,4,9,3,7,2,1,0,0,0,35,1,1
49,1,53893,4,9,2,11,4,1,0,0,0,40,1,1
18,9,1.7175e+05,2,10,3,15,2,2,1,0,0,24,1,1
54,1,1.6777e+05,4,9,1,5,3,1,0,0,1902,55,1,0
52,1,2.0458e+05,1,13,6,5,4,1,1,0,0,42,1,1
27,1,6.6087e+05,1,13,3,6,4,1,1,0,0,60,1,1
20,1,1.0569e+05,4,9,3,8,4,1,0,0,0,40,1,1
38,9,70282,11,14,1,15,1,2,1,15024,0,2,1,0
31,1,1.4861e+05,2,10,2,8,4,1,0,0,0,40,1,1
25,1,2.5585e+05,4,9,3,9,2,1,1,0,0,40,1,1
19,4,2.5592e+05,2,10,3,7,2,1,0,0,0,20,3,1
33,1,1.1333e+05,2,10,1,2,3,1,0,0,0,50,1,1
23,1,4.4046e+05,1,13,3,3,4,1,0,0,0,40,1,1
34,1,1.0549e+05,11,14,2,6,5,1,1,0,0,40,1,1
42,1,2.5976e+05,1,13,2,6,5,1,0,0,653,50,1,0
37,5,89491,11,14,2,5,4,1,1,0,0,40,1,1
25,1,1.7182e+05,1,13,3,5,2,1,1,0,0,40,1,1
40,1,51151,7,11,1,2,3,1,0,0,0,40,1,1
33,2,1.8896e+05,1,13,3,4,4,1,1,0,0,40,1,1
31,1,97933,2,10,3,9,4,1,1,0,0,40,1,1
32,3,1.9545e+05,1,13,1,4,3,1,0,0,0,45,1,1
63,9,46907,1,13,1,15,3,1,0,0,0,8,1,0
54,3,3.8337e+05,1,13,1,4,3,1,0,0,0,70,1,0
32,2,2.0341e+05,4,9,1,2,3,1,0,0,0,44,1,1
29,5,1.4818e+05,4,9,1,11,3,2,0,0,0,40,1,1
26,5,2.115e+05,2,10,1,6,3,1,0,0,0,40,1,1
39,2,48063,2,10,1,10,3,1,0,0,0,60,1,1
57,1,2.118e+05,1,13,1,6,3,1,0,3103,0,50,1,0
54,1,1.8541e+05,2,10,1,10,3,1,0,0,0,40,1,1
57,1,2.2593e+05,13,6,1,8,3,1,0,0,0,40,1,1
23,4,3.1453e+05,1,13,3,6,4,1,0,0,0,40,1,1
27,2,2.0858e+05,2,10,1,5,3,1,0,0,0,45,1,0
42,1,2.2288e+05,1,13,3,5,4,1,0,0,0,55,1,0
31,1,2.0954e+05,13,6,1,2,3,1,0,0,0,40,1,1
49,5,1.7711e+05,11,14,2,6,4,1,1,0,0,60,1,1
50,1,1.7375e+05,4,9,1,2,3,1,0,0,0,40,1,1
46,5,1.2137e+05,4,9,2,9,5,1,1,0,0,30,1,1
37,1,67125,4,9,2,4,4,1,0,0,0,60,1,1
26,1,67240,4,9,1,2,3,1,0,0,0,40,1,1
27,1,1.9835e+05,1,13,2,9,4,1,1,0,0,35,1,1
24,1,1.41e+05,2,10,3,5,2,1,0,0,0,25,1,1
24,3,60668,4,9,3,2,2,1,0,0,0,40,1,1
29,1,1.0426e+05,4,9,2,4,4,1,1,0,0,34,1,1
47,1,1.31e+05,1,13,1,6,3,1,0,0,0,50,1,0
33,2,1.5515e+05,2,10,1,4,3,1,0,0,1740,50,1,1
26,1,1.7772e+05,6,12,2,6,5,1,1,0,0,45,1,1
20,1,39615,2,10,3,2,2,1,0,0,0,40,1,1
25,1,2.0387e+05,7,11,1,6,1,1,1,0,1887,40,1,0
57,6,25045,1,13,2,9,5,1,0,2174,0,37,1,1
36,1,1.1226e+05,4,9,1,11,3,1,0,0,0,50,1,1
25,1,1.691e+05,11,14,1,5,3,1,0,0,0,40,1,1
46,1,1.5566e+05,1,13,1,8,3,1,0,0,0,40,6,0
39,1,2.9167e+05,4,9,1,9,3,1,0,4508,0,24,1,1
29,1,2.2422e+05,2,10,1,2,3,1,0,0,0,40,1,0
18,1,2.705e+05,3,7,3,5,2,1,1,0,0,20,1,1
46,1,1.2549e+05,7,11,1,1,3,1,0,0,0,40,1,1
61,1,51385,1,13,1,4,3,1,0,0,0,50,1,0
41,1,1.1276e+05,4,9,5,4,4,1,1,0,0,40,1,1
50,1,1.0893e+05,2,10,2,8,4,2,1,0,0,40,1,1
53,1,3.6696e+05,1,13,1,5,3,3,0,99999,0,50,27,0
36,5,1.0977e+05,1,13,3,13,4,1,0,0,0,60,1,1
38,1,2.2611e+05,2,10,3,9,5,2,1,0,0,40,1,1
75,2,92792,4,9,1,4,3,1,0,0,0,35,1,1
26,1,1.8695e+05,7,11,1,9,1,1,1,0,0,40,1,0
44,1,2.3048e+05,1,13,1,5,3,1,0,0,0,40,1,0
25,1,2.3164e+05,4,9,3,9,2,1,1,0,0,40,1,1
31,1,1.2046e+05,2,10,3,4,2,1,1,0,0,40,1,1
49,1,33673,10,8,3,11,4,3,0,0,0,35,1,1
34,1,1.9139e+05,4,9,1,8,3,1,0,0,0,48,1,1
31,2,2.2995e+05,4,9,1,6,3,1,0,0,0,40,41,1
47,2,1.6013e+05,2,10,2,2,4,1,0,0,0,40,1,1
38,1,1.909e+05,1,13,1,5,3,1,0,7298,0,50,1,0
18,1,1.2602e+05,4,9,3,2,2,1,1,0,0,20,1,1
47,1,27815,8,5,2,3,4,1,1,0,1719,30,1,1
42,1,2.0354e+05,4,9,3,2,4,1,0,0,0,40,1,1
29,1,1.4459e+05,1,13,3,4,2,1,0,0,0,40,1,1
38,5,2.23e+05,2,10,2,13,4,1,0,0,0,75,1,1
22,1,1.8326e+05,2,10,3,4,2,2,1,0,0,20,1,1
32,1,1.7271e+05,4,9,3,2,2,1,0,0,0,40,1,1
20,1,1.3161e+05,2,10,3,9,2,1,0,0,0,48,1,1
41,1,2.5306e+05,5,15,1,4,3,1,0,0,0,50,1,1
46,1,4.7199e+05,4,9,1,11,3,2,0,0,0,46,1,0
44,1,1.3897e+05,4,9,1,9,1,1,1,0,0,38,1,1
35,1,3.8541e+05,1,13,3,9,4,1,1,0,0,40,1,1
